date,AhAkku,AhLad,AhEla,AhStep,Energie,WhStep,Spannung,Strom,Temp7
04-01-2013 18:09,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:10,0,0,0,0,0,0,3.628668462,0,25.4375
04-01-2013 18:10,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:10,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:10,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:10,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:10,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:11,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:11,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:11,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:11,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:11,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:11,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:12,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:12,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:12,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:12,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:12,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:12,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:13,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:13,0,0,0,0,0,0,3.628668462,0,25.4375
04-01-2013 18:13,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:13,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:13,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:13,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.628668462,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.628668462,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:14,0,0,0,0,0,0,3.629394341,0,25.4375
